Filter Values,过滤值,
Filter must be a tuple or list (in a list),过滤器必须是元组或列表（在列表中）,
"Filter must have 4 values (doctype, fieldname, operator, value): {0}",过滤器必须有4个值（文件类型，字段名，操作者，值）：{0},
Filter...,过滤器...,
"Filtered by ""{0}""",通过过滤“{0}”,
Filters Display,显示过滤器,
Filters JSON,过滤JSON,
Filters saved,过滤器保存,
Find {0} in {1},在{1}中找到{0},
First Level,第一级,
First Success Message,第一个成功消息,
First Transaction,第一笔交易,
First data column must be blank.,第一个数据列必须为空。,
First set the name and save the record.,首先设置名称并保存记录。,
Flag,旗,
Float,浮点数,
Float Precision,浮点数精度,
Fold,折叠,
Fold can not be at the end of the form,不能在表单的末端折叠,
Fold must come before a Section Break,折叠一定要来一个分节符前,
Folder,文件夹,
Folder name should not include '/' (slash),文件夹名称不应包含“/”（斜杠）,
Folder {0} is not empty,文件夹{0}非空,
Follow,跟随,
Followed by,其次是,
Following fields are missing:,以下字段缺失：,
Following fields have missing values:,以下字段缺少值：,
Font,字形,
Font Size,字体大小,
Fonts,字体,
Footer,页脚,
Footer HTML,页脚HTML,
Footer Items,页脚项目,
Footer will display correctly only in PDF,页脚仅以PDF格式正确显示,
For Document Type,对于文档类型,
"For Links, enter the DocType as range.\nFor Select, enter list of Options, each on a new line.",对于链接，输入文档类型的范围。对于选择，输入选项列表，每一个新的生产线。,
For User,对于用户,
For Value,为价值,
"For currency {0}, the minimum transaction amount should be {1}",对于货币{0}，最小交易金额应为{1},
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,例如如取消和修订INV004将成为一个新的文档INV004-1，这有利于你跟踪每次修订。,
"For example: If you want to include the document ID, use {0}",例如：如果要包括文件ID，使用{0},
"For updating, you can update only selective columns.",您只能更新选择的列。,
For {0} at level {1} in {2} in row {3},对行{3}，{2}中级别{1}的{0},
Force,力,
Force Show,炫耀武力,
Forgot Password,忘记密码,
Forgot Password?,忘了密码？,
Form Customization,表单自定义,
Form Settings,表单设置,
Format,格式,
Format Data,格式化数据,
Forward To Email Address,转发到邮件地址,
Fraction,分数,
Fraction Units,部分单位,
Frames,框架,
Frappe,果汁刨冰,
Frappe Framework,Frappe框架,
Friendly Title,友情标题,
From Date Field,从日期字段,
From Document Type,从文档类型,
From Full Name,从全名,
Full Page,全页,
Fw: {0},FW：{0},
GCalendar Sync ID,GCalendar同步ID,
GMail,GMail,
Gantt,甘特图,
Gateway,网关,
Gateway Controller,网关控制器,
Gateway Settings,网关设置,
Generate Keys,生成密钥,
Generate New Report,生成新报告,
Generated File,生成的文件,
Geo,GEO,
Geolocation,地理位置,
Get Alerts for Today,获得对于今天的通知,
Get Contacts,获取联系人,
Get Fields,获得领域,
Get your globally recognized avatar from Gravatar.com,从Gravatar.com获取您的全球公认的化身,
GitHub,GitHub,
Give Review Points,给予评论点,
Global Unsubscribe,全局退订,
Go to the document,转到文档,
Go to this URL after completing the form (only for Guest users),完成表单后转到此网址（仅限访客用户）,
Go to {0},转到{0},
Go to {0} List,转到{0}列表,
Go to {0} Page,转到{0}页面,
Google,谷歌,
Google Analytics ID,谷歌Analytics ID,
Google Calendar ID,Google日历ID,
Google Font,谷歌字体,
Google Services,Google服务,
Grant Type,准予类型,
Group Name,团队名字,
Group name cannot be empty.,组名不能为空。,
Groups of DocTypes,文档类型的组,
HTML,HTML,
HTML Editor,HTML编辑器,
"HTML Header, Robots and Redirects",HTML标头，机器人和重定向,
HTML for header section. Optional,HTML的标题部分。可选,
Half,半,
Has  Attachment,有附件,
Has Attachments,有附件,
Has Domain,有域名,
Has Role,有角色,
Has Web View,有Web视图,
Have an account? Login,有账户？登录,
Header,头,
Header HTML,标题HTML,
Header HTML set from attachment {0},从附件{0}设置的标头HTML,
Header Image,标题图像,
Headers,头,
Heading,标题,
Hello {0},你好{0},
Hello!,你好！,
Help Articles,帮助文章,
Help Category,帮助分类,
Help on Search,搜索帮助,
"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")",帮助：要链接到系统中的另一个记录，请使用“#表单/记录/ [记录名]”作为链接。不要使用“http://”格式的链接。,
Helvetica,黑体,
Hi {0},你好{0},
Hide Copy,隐藏副本,
Hide Footer Signup,隐藏页脚注册,
Hide Sidebar and Menu,隐藏补充工具栏和菜单,
Hide Standard Menu,隐藏标准菜单,
Hide Weekends,隐藏周末,
Hide details,隐藏详情,
Hide footer in auto email reports,在自动电子邮件报告中隐藏页脚,
Higher priority rule will be applied first,首先应用更高优先级的规则,
Highlight,高亮,
"Hint: Include symbols, numbers and capital letters in the password",提示：在密码中加入符号，数字和大写字母,
Home Page,主页,
Home Settings,家庭设置,
Home/Test Folder 1,主页/测试文件夹1,
Home/Test Folder 1/Test Folder 3,主页/测试文件夹1 /测试文件夹3,
Home/Test Folder 2,主页/测试文件夹2,
Host,主办,
Hostname,主机名,
"How should this currency be formatted? If not set, will use system defaults",货币应该如何格式化？未设置将使用系统默认,
I found these: ,我发现这些：,
ID,ID,
ID (name) of the entity whose property is to be set,将被设定属性的条目ID(名称),
Icon will appear on the button,图标将显示在按钮上,
Identity Details,身份信息,
Idx,IDX,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User",如果选中了“严格用户权限”，并为用户定义了“用户权限”，则该链接的值为空的所有文档将不会显示给该用户,
If Checked workflow status will not override status in list view,如果选中，工作流状态不会覆盖列表视图中的状态,
If Owner,如果业主,
"If a Role does not have access at Level 0, then higher levels are meaningless.",如果角色没有0级的访问权限，那么无需设置更高级权限,
"If checked, all other workflows become inactive.",如果勾选，那么其他的工作流将变为非活动。,
"If checked, this field will be not overwritten based on Fetch From if a value already exists.",如果选中，则如果值已存在，则不会基于Fetch From覆盖此字段。,
"If checked, users will not see the Confirm Access dialog.",如果选中，用户将不会看到确认访问对话框。,
"If disabled, this role will be removed from all users.",如果禁用了，这个角色将会从所有用户中删除。,
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings",如果启用，用户可以使用双因素身份验证从任何IP地址登录，也可以在系统设置中为所有用户设置,
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page",如果启用，所有用户都可以使用双因素身份验证从任何IP地址登录。这也可以只为用户页面中的特定用户设置,
"If enabled, changes to the document are tracked and shown in timeline",如果启用，则会跟踪对文档的更改并在时间轴中显示,
"If enabled, document views are tracked, this can happen multiple times",如果启用，则会跟踪文档视图，这可能会多次发生,
"If enabled, the document is marked as seen, the first time a user opens it",如果启用，则在用户第一次打开文档时将文档标记为已显示,
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",如果启用，密码强度将根据最低密码分数值执行。值2为中等强度，4为非常强。,
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth",如果启用，从限制IP地址登录的用户将不会被提示输入双因素身份验证,
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.",如果启用，用户每次登录时都会收到通知。如果没有启用，用户只会收到一次通知。,
If non standard port (e.g. 587),如果为非标准端口（如587）,
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.",如果非标准端口（例如587）。如果在Google Cloud上，请尝试使用端口2525。,
"If not set, the currency precision will depend on number format",如果未设置，则货币精度将取决于数字格式,
If the condition is satisfied user will be rewarded with the points. eg. doc.status == 'Closed'\n,如果条件满足，用户将获得积分奖励。例如。 doc.status ==&#39;已关闭&#39;,
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop",如果用户有任何检查的作用，那么用户就变成了“系统用户”。 “系统用户”访问桌面,
"If these instructions where not helpful, please add in your suggestions on GitHub Issues.",如果这些说明没有帮助，请在Github提交你的建议。,
"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.",如果选中此选项，将导入包含有效数据的行，并将无效行转储到新文件中以供稍后导入。,
If user is the owner,如果用户是所有者,
"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.",如果你的操作是更新，请选择“覆盖”否则现有的行不会删除。,
If you are updating/overwriting already created records.,如果您正在更新/覆盖已经创建的记录。,
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",如果你在上传新纪录，那么“名录”必须指定。,
"If you are uploading new records, leave the ""name"" (ID) column blank.",如果你在上传新纪录，那么“名称”列必须留空。,
If you don't want to create any new records while updating the older records.,如果您不想在更新旧记录时创建新记录。,
"If you set this, this Item will come in a drop-down under the selected parent.",如果勾选，这个项目将出现在选定上级的下级菜单。,
"If you think this is unauthorized, please change the Administrator password.",如果你认为这是未经授权的，请更改管理员密码。,
"If your data is in HTML, please copy paste the exact HTML code with the tags.",如果你的数据是HTML，请复制粘贴的标签准确的HTML代码。,
Ignore User Permissions,忽略用户权限,
Ignore XSS Filter,忽略XSS过滤器,
Ignore attachments over this size,忽略超过此大小的附件,
Ignore encoding errors,忽略编码错误,
Ignored: {0} to {1},忽略：{0} {1},
Illegal Access Token. Please try again,非法访问令牌。请再试一次,
Illegal Document Status for {0},{0}的非法文档状态,
Image Field,图像字段,
Image Link,图片链接,
Image field must be a valid fieldname,图像字段必须是有效的字段名,
Image field must be of type Attach Image,图像字段的类型必须为附件图像,
Images,图片,
Implicit,隐式,
Import,导入,
Import Email From,导入电子邮件..,
Import Status,导入状态,
Import Subscribers,进口认购,
Import Zip,导入邮编,
In Filter,在过滤器中,
In Global Search,在全局搜索,
In Grid View,在网格视图,
In Hours,以小时为单位,
In List View,在列表视图,
In Preview,在预览中,
In Reply To,在回答,
In Standard Filter,在标准过滤器,
In Valid Request,非法请求,
In points. Default is 9.,以点为单位。默认值是9。,
In seconds,很快,
Include Search in Top Bar,包括在顶栏搜索,
"Include symbols, numbers and capital letters in the password",在密码中加入符号，数字和大写字母,
Incoming email account not correct,收到的电子邮件帐户不正确,
Incomplete login details,登录详细信息不完整,
Incorrect User or Password,不正确的用户或密码,
Incorrect Verification code,验证码不正确,
Incorrect value in row {0}: {1} must be {2} {3},行{0}中的值有错误，{1}必须是{2} {3},
Incorrect value: {0} must be {1} {2},值有错误，{0}必须是{1} {2},
Index,索引,
Indicator,指示符,
Info,信息,
Info:,信息：,
Initial Sync Count,初始同步计数,
InnoDB,InnoDB,
Insert Above,在上面插入,
Insert After,在后边插入,
Insert After cannot be set as {0},在后边插入不能设置为{0},
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist",插入自定义字段“{0}”提到的后场“{1}”，标记为“{2}”不存在,
Insert Below,下面插入,
Insert Column Before {0},在{0}之前插入列,
Insert Style,插入样式,
Insert new records,插入新记录,
Instructions Emailed,说明已通过电子邮件发送,
Insufficient Permission for {0},{0}的权限不足,
Int,整数,
Integration Request,集成请求,
Integration Request Service,集成请求服务,
Integration Type,整合型,
Integrations,集成,
Integrations can use this field to set email delivery status,集成可以使用此字段来设置邮件发送状态,
Internal Server Error,内部服务器错误,
Internal record of document shares,文件分享的内部记录,
Introduce your company to the website visitor.,向网站访客介绍贵公司。,
Introductory information for the Contact Us Page,联系我们页面的介绍信息,
Invalid,无效,
"Invalid ""depends_on"" expression",“depends_on”表达式无效,
Invalid Access Key ID or Secret Access Key.,无效的访问密钥ID或秘密访问密钥。,
Invalid CSV Format,CSV格式无效,
Invalid Home Page,无效的主页,
Invalid Link,无效链接,
Invalid Login Token,无效的登录令牌,
Invalid Login. Try again.,登录无效。再试一次。,
Invalid Mail Server. Please rectify and try again.,无效的邮件服务器，请纠正后重试。,
Invalid Outgoing Mail Server or Port,无效的邮件发送服务器或端口,
Invalid Output Format,无效的输出格式,
Invalid Password,无效的密码,
Invalid Password:,无效的密码：,
Invalid Request,无效请求,
Invalid Search Field {0},无效的搜索字段{0},
Invalid Subscription,订阅无效,
Invalid Token,令牌无效,
Invalid User Name or Support Password. Please rectify and try again.,无效的用户名或支持密码。请纠正然后重试。,
Invalid column,无效的列,
Invalid field name {0},字段名称{0}无效,
Invalid fieldname '{0}' in autoname,在自动命名无效字段名“{0}”,
Invalid file path: {0},无效的文件路径：{0},
Invalid login or password,无效的登录名或密码,
Invalid module path,无效的模块路径,
Invalid naming series (. missing),名录无效(不存在),
Invalid payment gateway credentials,无效的支付网关凭据,
Invalid recipient address,无效的收件人地址,
Invalid {0} condition,{0}条件无效,
Inverse,逆,
Is,是,
Is Attachments Folder,是附件文件夹,
Is Child Table,是否子表,
Is Custom Field,是自定义字段,
Is First Startup,是第一次启动,
Is Folder,在文件夹,
Is Global,是全局性的,
Is Globally Pinned,是全局固定的,
Is Home Folder,是主文件夹,
Is Mandatory Field,是否必须项,
Is Pinned,固定,
Is Primary Contact,是否主要联络人,
Is Private,是私有,
Is Published Field,发布现场,
Is Published Field must be a valid fieldname,发布现场必须是有效的字段名,
Is Single,是模块配置表？,
Is Spam,是垃圾邮件,
Is Standard,是否为标准,
Is Submittable,是否可以提交,
Is Table,为表,
Is Your Company Address,是你的公司地址,
It is risky to delete this file: {0}. Please contact your System Manager.,删除这个文件是有风险的：{0}。请联系您的系统管理员。,
Item cannot be added to its own descendants,项目不能被添加到自己的后代,
JS,JS,
JSON,JSON,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript格式：frappe.query_reports ['REPORTNAME'] = {},
Javascript to append to the head section of the page.,附加到页面头部的Javascript。,
Jinja,神社,
John Doe,John Doe,
Kanban,看板,
Kanban Board Column,看板列,
Kanban Board Name,看板名称,
Karma,业值,
Keep track of all update feeds,跟踪所有更新提要,
Keeps track of all communications,跟踪所有通信,
Key,键值,
Knowledge Base,知识库,
Knowledge Base Contributor,知识库贡献者,
Knowledge Base Editor,知识库编辑器,
LDAP Email Field,LDAP电子邮件字段,
LDAP First Name Field,LDAP名现场,
LDAP Not Installed,LDAP未安装,
LDAP Search String,LDAP搜索字符串,
"LDAP Search String needs to end with a placeholder, eg sAMAccountName={0}",LDAP搜索字符串需要以占位符结束，例如sAMAccountName = {0},
LDAP Security,LDAP安全性,
LDAP Server Url,LDAP服务器URL,
LDAP Username Field,LDAP用户名字段,
LDAP is not enabled.,LDAP未启用。,
Label Help,标签帮助,
Label and Type,标签和类型,
Label is mandatory,标签是必须项,
Landing Page,着陆页,
Language,语言,
Language Code,语言代码,
"Language, Date and Time settings",语言，日期和时间设置,
Last Active,最后活动,
Last IP,最后登录IP,
Last Known Versions,最后已知版本,
Last Login,最后登录,
Last Message,最后的消息,
Last Modified By,上次修改者,
Last Modified Date,上次修改日期,
Last Modified On,上次修改,
Last Month,上个月,
Last Point Allocation Date,最后一点分配日期,
Last Quarter,上个季度,
Last Synced On,最后同步,
Last Updated By,最后更新人,
Last Updated On,最后更新日期,
Last User,最后用户,
Last Week,上个星期,
Last Year,去年,
Last synced {0},上次同步{0},
Leave a Comment,发表评论,
Leave blank to repeat always,留空将总重复,
Leave this conversation,离开这个谈话,
Left this conversation,离开了这个谈话,
Length,长短,
Length of {0} should be between 1 and 1000,的{0}长度应介于1和1000之间,
Let's avoid repeated words and characters,让我们避免重复的字和字符,
Let's prepare the system for first use.,让我们为首次使用准备系统。,
Letter,信,
Letter Head Based On,基于的信头,
Letter Head Image,信头图像,
Letter Head Name,信头名称,
Letter Head in HTML,HTML格式信头,
Level Name,级别名称,
Liked,喜欢,
Liked By,谁喜欢,
Liked by {0},{0}喜欢,
Likes,喜欢,
Limit Number of DB Backups,限制数据库备份数量,
Line,线,
Link DocType,链接的文件类型,
Link Expired,链接已过期,
Link Name,链接名称,
Link Title,链接名称,
"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","网站主页的链接。标准链接如(目录, 登录, 产品, 博客, 关于, 联系人)",
Link to the page you want to open. Leave blank if you want to make it a group parent.,链接到你想打开的页面。如果你想使之成为集团母公司留空。,
Linked,链接,
Linked With,挂具,
Linked with {0},与{0}关联,
Links,链接,
List,列表,
List Filter,列表过滤器,
List View Setting,列表视图设置,
List a document type,列出某文件类型,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]",名单[{“标签”：_（“作业”），“路线”：“工作”}],
List of backups available for download,可供下载的备份目录,
List of patches executed,已应用补丁列表,
List of themes for Website.,主题的网站名单。,
Load Balancing,负载均衡,
Loading,载入中,
Local DocType,本地文件类型,
Local Fieldname,本地字段名称,
Local Primary Key,本地主键,
Locals,当地人,
Log Details,日志详情,
Log of Scheduler Errors,日程安排程序错误日志,
Log of error during requests.,错误的过程中请求日志。,
Log of error on automated events (scheduler).,自动事件的错误日志。,
Logged Out,登出,
Logged in as Guest or Administrator,登录为来宾或管理员,
Login,登录,
Login After,登录后,
Login Before,登录前,
Login Id is required,登录ID是必需的,
Login Required,需要登录信息,
Login Verification Code from {},登录验证码从{},
Login and view in Browser,在浏览器中登录和查看,
Login not allowed at this time,不允许在这个时候登录,
"Login session expired, refresh page to retry",登录会话过期，刷新页面重试,
Login to comment,登录发表评论,
Login token required,需要登录令牌,
Login with LDAP,与LDAP登录,
Logout,注销,
Long Text,长文本,
Looks like something is wrong with this site's Paypal configuration.,看起来这个网站的Paypal配置有问题。,
Looks like something is wrong with this site's payment gateway configuration. No payment has been made.,看来该网站的支付网关配置不正确，无法付款。,
"Looks like something went wrong during the transaction. Since we haven't confirmed the payment, Paypal will automatically refund you this amount. If it doesn't, please send us an email and mention the Correlation ID: {0}.",交易中似乎发生错误。由于我方尚未确认付款，贝宝（paypal)会自动给您全额退款。如果没有退款，请给我们发邮件并注明相关ID：{0}。,
Madam,夫人,
Main Section,主要部分,
"Make ""name"" searchable in Global Search",让“名称”字段在全局搜索框中可搜索,
Make use of longer keyboard patterns,利用较长的键盘模式,
Manage Third Party Apps,管理第三方应用,
Mandatory Information missing:,强制性信息丢失：,
Mandatory field: set role for,必须填写：用于设置角色,
Mandatory field: {0},强制字段：{0},
"Mandatory fields required in table {0}, Row {1}",在表{0}需要强制字段，行{1},
Mandatory fields required in {0},在需要的必填字段{0},
Mandatory:,必须项：,
Mapping Name,映射名称,
Mappings,映射,
Mark as Read,标记为已读,
Mark as Spam,标记为垃圾邮件,
Mark as Unread,标记为未读,
Markdown,Markdown,
Markdown Editor,Markdown 编辑器,
Marked As Spam,标记为垃圾邮件,
Max 500 records at a time,最大500条记录在一个时间,
Max Attachment Size (in MB),最大附件大小（MB）,
Max Attachments,最大附件,
Max Length,最长长度,
Max Value,最大值,
Max width for type Currency is 100px in row {0},行{0}中，货币类型的最大宽度是100像素,
Maximum Attachment Limit for this record reached.,已达此记录最大附件限制。,
Maximum {0} rows allowed,仅允许最多{0}行,
"Meaning of Submit, Cancel, Amend",提交，取消，修订的含义,
Mention transaction completion page URL,提及交易完成的页面网址,
Mentions,提及,
Menu,菜单,
Merchant ID,商家ID,
Merge with existing,与现有合并,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,只有组和组，叶节点和叶节点之间能合并,
Message Count,消息计数,
Message ID,消息ID,
Message Parameter,消息参数,
Message Preview,消息预览,
Message clipped,消息被省略,
Message not setup,消息未设置,
Message to be displayed on successful completion (only for Guest users),成功完成后显示的消息（仅限访客用户）,
Message-id,邮件ID,
Meta Tags,元标签,
Migration ID Field,迁移ID字段,
Milestone,里程碑,
Milestone Tracker,里程碑跟踪器,
Minimum Password Score,最低密码分数,
Miss,小姐,
Missing Fields,丢失的字段,
Missing parameter Kanban Board Name,缺少参数看板名称,
Missing parameters for login,缺少参数登录,
Models (building blocks) of the Application,该应用程序的模型（积木）,
Modified By,修改者,
Module,模,
Module Def,模块定义,
Module Name,模块名称,
Module Not Found,模块未找到,
Module Path,模块路径,
Module to Export,模块导出,
Modules HTML,HTML模块,
Monospace,等宽,
More articles on {0},更多的文章{0},
More content for the bottom of the page.,页面底部的更多内容。,
Most Used,最常用,
Move To,搬去,
Move To Trash,移到废纸篓,
Move to Row Number,移至行号,
Mr,先生,
Mrs,太太,
Ms,女士,
Multiple root nodes not allowed.,不允许多个根节点。,
Multiplier Field,乘数场,
"Must be of type ""Attach Image""",类型必须为“附加图片”,
Must have report permission to access this report.,必须有报告权限才能访问此报告。,
Must specify a Query to run,必须指定要运行的查询,
Mute Sounds,静音,
MyISAM,MyISAM数据,
Name Case,名称大小写,
Name cannot contain special characters like {0},姓名不能包含特殊字符，如{0},
Name not set via prompt,名称未通过提示符设置,
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,此字段链接到的文档类型名称，例如客户,
Name of the new Print Format,新打印格式的名称,
Name of {0} cannot be {1},{0}的名称不能为{1},
Names and surnames by themselves are easy to guess.,自己名字和姓氏很容易被猜到。,
Naming,命名,
"Naming Options:\n<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>\n<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>",命名选项： <ol><li> <b>字段：[fieldname]</b> - 按字段</li><li> <b>naming_series：</b> - 通过命名系列（必须存在名为naming_series的字段</li><li> <b>提示</b> - 提示用户输入名称</li><li> <b>[系列]</b> - 前缀系列（以点分隔）;例如PRE。##### </li><li> <b>格式：示例 -  {MM} morewords {fieldname1}  -  {fieldname2}  -  {#####}</b> - 将所有支撑的单词（字段名，日期字（DD，MM，YY），系列）替换为其值。在大括号外，可以使用任何字符。 </li></ol>,
Naming Series mandatory,名录必须填写,
Nested set error. Please contact the Administrator.,嵌套错误。请联系管理员。,
New Activity,新活动,
New Chat,新聊天,
New Comment on {0}: {1},对{0}的新评论：{1},
New Connection,新的连接,
New Custom Print Format,新的自定义打印格式,
New Email,新的电子邮件,
New Email Account,新的电子邮件帐户,
New Event,新事件,
New Folder,新建文件夹,
New Kanban Board,新看板,
New Message from Website Contact Page,从网站的联系页面新消息,
New Name,新名称,
New Newsletter,新的通讯,
New Password,新密码,
New Password Required.,需要新密码,
New Print Format Name,新的打印格式名称,
New Report name,新的报告名称,
New Value,新价值,
New data will be inserted.,将插入新数据。,
New updates are available,有新的更新,
New value to be set,要设置的新值,
New {0},新建 {0},
New {} releases for the following apps are available,可以使用以下应用程序的新{}版本,
Newsletter Email Group,电子邮件通讯组,
Newsletter Manager,通讯经理,
Newsletter has already been sent,通讯已发送过,
"Newsletters to contacts, leads.",发给联系人和潜在客户的通讯,
Next Action Email Template,下一行动电子邮件模板,
Next Actions HTML,下一步操作HTML,
Next Schedule Date,下一个附表日期,
Next Scheduled Date,下一个预定日期,
Next State,下一状态,
Next Sync Token,下一个同步令牌,
Next actions,下一步行动,
No Active Sessions,没有活动会话,
No Copy,没有复制,
No Email Account,没有电子邮件帐户,
No Email Accounts Assigned,没有电子邮件帐户分配,
No Emails,没有电子邮件,
No Label,无标签,
No Permissions Specified,未指定权限,
No Permissions set for this criteria.,没有符合条件的权限。,
No Preview,没有预览,
No Preview Available,预览不可用,
No Printer is Available.,没有打印机可用。,
No Results,没有结果,
No Tags,没有标签,
No alerts for today,没有警报今天,
No comments yet,暂无评论,
No comments yet. Start a new discussion.,还没有评论。开始一个新的讨论。,
No data found in the file. Please reattach the new file with data.,在文件中找不到数据。请用数据重新附加新文件。,
No document found for given filters,没有找到给定过滤器的文档,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".",找不到可用作看板列的字段。使用“自定义表单”添加“选择”类型的自定义字段。,
No file attached,没有附加的文件,
No further records,没有进一步的记录,
No matching records. Search something new,没有符合条件的记录。搜索新的东西,
"No need for symbols, digits, or uppercase letters.",无需符号，数字和大写字母。,
No of Columns,列编号,
No of Rows (Max 500),不排（最大500）,
No of emails remaining to be synced,剩余的需同步的电子邮件数,
No permission for {0},对于无许可{0},
No permission to '{0}' {1},没有权限“{0}” {1},
No permission to read {0},没有读取{0}的权限,
No permission to {0} {1} {2},无权{0} {1} {2},
No records deleted,没有记录被删除,
No records present in {0},{0}中没有记录,
No records tagged.,没有记录标记。,
No template found at path: {0},从{0}路径中找不到模板,
No {0} found,没有找到{0},
No {0} mail,没有{0}邮件,
No {0} permission,无{0}权限,
None: End of Workflow,无：结束的工作流程,
Not Allowed: Disabled User,不允许：禁用用户,
Not Ancestors Of,不是祖先,
Not Descendants Of,不是后代,
Not Equals,不等于,
Not In,在不,
Not Linked to any record,未链接到任何记录,
Not Published,未发布,
Not Saved,尚未保存,
Not Seen,未阅读,
Not Sent,未发送,
Not Set,未设置,
Not a valid Comma Separated Value (CSV File),不是一个有效的CSV文件,
Not a valid User Image.,不是有效的用户映像。,
Not a valid Workflow Action,不是有效的工作流程操作,
Not a valid user,不是有效的用户,
Not a zip file,没有一个zip文件,
Not allowed for {0}: {1},不允许{0}：{1},
"You are not allowed to access {0} because it is linked to {1} '{2}' in row {3}, field {4}",您无权访问{0}，因为它链接到{1}“{2}”在行{3}，字段{4},
You are not allowed to access this {0} record because it is linked to {1} '{2}' in field {3},您无权访问此{0}记录，因为它链接到{1}“{2}”在字段{3},
Not allowed to Import,不允许导入,
Not allowed to change {0} after submission,不允许提交后更改{0},
Not allowed to print cancelled documents,不允许打印已取消文件,
Not allowed to print draft documents,不允许打印文件草案,
Not enough permission to see links,没有足够的权限查看链接,
Not in Developer Mode,不在开发模式,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,未开启开发模式！请在site_config.json中设置或创建一个自定义文档类型,
Note Seen By,注意 已阅,
Note:,注意：,
Note: By default emails for failed backups are sent.,注意：默认情况下，会发送失败备份的电子邮件。,
Note: Changing the Page Name will break previous URL to this page.,注意：更改页面名称将会断开之前链接到此页面URL。,
"Note: For best results,  images must be of the same size and width must be greater than height.",注意：为获得最佳效果，图像必须大小相同，宽度必须大于高度。,
Note: Multiple sessions will be allowed in case of mobile device,注：在移动设备的情况下多个会话将被允许,
Nothing to show,没有显示,
Nothing to update,无需更新,
Notification,通知,
Notification Recipient,通知收件人,
Notification Tones,通知音,
Notifications,通知,
Notifications and bulk mails will be sent from this outgoing server.,通知和群发邮件将从此外发服务器发送。,
Notify Users On Every Login,每次登录时通知用户,
Notify if unreplied,如果没有回复则通知,
Notify if unreplied for (in mins),如果（分钟）没有回复则通知,
Notify users with a popup when they log in,用户登录时有弹出一个通知,
Number Format,数字格式,
Number of Backups,备份数量,
Number of DB Backups,数据库备份数,
Number of DB backups cannot be less than 1,数据库备份数不能少于1,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),网格中的一个字段的行数（在网格总列应小于11）,
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),列数在列表视图或网格场（合计列应小于11）,
OAuth Authorization Code,开放式验证的授权码,
OAuth Bearer Token,开放式验证的承载令牌,
OAuth Client,开放式验证客户端,
OAuth Provider Settings,开放式验证的提供商设置,
OTP App,OTP应用程序,
OTP Issuer Name,OTP发行人名称,
OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret已被重置。下次登录时需要重新注册。,
OTP secret can only be reset by the Administrator.,OTP秘密只能由管理员重置。,
Office,办公室,
Office 365,Office 365,
Old Password,旧密码,
Old Password Required.,需要旧密码,
Older backups will be automatically deleted,旧的备份将被自动删除,
"On {0}, {1} wrote:",{0}，{1}写道：,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",提交后，无法更改可提交的文档。它们只能被取消和修改。,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",一旦你设置这个，用户将只能访问在其链路存在时（如博主的）文档（如博客文章） 。,
One Last Step,最后一步,
One Time Password (OTP) Registration Code from {},来自{}的一次性密码（OTP）注册码,
Only 200 inserts allowed in one request,一个请求只允许200个插入,
Only Administrator can delete Email Queue,只有管理员可以删除邮件队列,
Only Administrator can edit,只有管理员可以编辑,
